ID          Chr   Input_Pos    Male_Map  Female_Map
M186         1    55.35874    55.35874    69.19843
M187         1    55.78116    55.78116    69.72645
M188         1    55.88089    55.88089    69.85111
M189         1    56.47772    56.47772    70.59715
M190         1    56.52474    56.52474    70.65592
M191         1    56.55723    56.55723    70.69654
M192         1    56.57591    56.57591    70.71989
M193         1    57.08111    57.08111    71.35139
M194         1    57.96457    57.96457    72.45571
M195         1    58.22844    58.22844    72.78555
M196         1    58.25145    58.25145    72.81431
M197         1    58.41725    58.41725    73.02156
M198         1    58.51115    58.51115    73.13894
M199         1    59.09980    59.09980    73.87475
M200         1    59.40329    59.40329    74.25411
M201         1    59.61046    59.61046    74.51308
M202         1    59.99380    59.99380    74.99225
M203         1    60.05221    60.05221    75.06526
M204         1    60.06775    60.06775    75.08469
M205         1    60.14734    60.14734    75.18417
M206         1    60.20034    60.20034    75.25043
M207         1    60.39356    60.39356    75.49195
M208         1    60.43129    60.43129    75.53911
M209         1    60.69480    60.69480    75.86850
M210         1    61.24345    61.24345    76.55431
M211         1    61.57793    61.57793    76.97241
M212         1    61.98269    61.98269    77.47836
M213         1    62.21951    62.21951    77.77439
M214         1    62.47927    62.47927    78.09909
M215         1    62.96314    62.96314    78.70392
M216         1    63.04660    63.04660    78.80825
M217         1    63.97290    63.97290    79.96613
M218         1    64.03603    64.03603    80.04504
M219         1    64.47402    64.47402    80.59253
M220         1    64.86683    64.86683    81.08354
M221         1    64.89378    64.89378    81.11723
M222         1    65.09375    65.09375    81.36719
M223         1    65.51686    65.51686    81.89608
M224         1    65.93968    65.93968    82.42460
M225         1    66.34422    66.34422    82.93028
M226         1    66.59463    66.59463    83.24329
M227         1    67.08376    67.08376    83.85470
M228         1    67.74927    67.74927    84.68659
M229         1    67.80440    67.80440    84.75550
M230         1    68.00990    68.00990    85.01238
M231         1    68.03722    68.03722    85.04653
M232         1    68.29016    68.29016    85.36270
M233         1    68.56394    68.56394    85.70493
M234         1    68.70989    68.70989    85.88736
M235         1    69.15055    69.15055    86.43819
M236         1    69.40228    69.40228    86.75285
M237         1    69.97725    69.97725    87.47156
M238         1    70.44183    70.44183    88.05229
M239         1    70.46173    70.46173    88.07716
M240         1    70.76242    70.76242    88.45303
M241         1    70.89788    70.89788    88.62235
M242         1    70.92034    70.92034    88.65043
M243         1    71.04267    71.04267    88.80334
M244         1    71.22775    71.22775    89.03469
M245         1    71.34871    71.34871    89.18589
M246         1    71.58452    71.58452    89.48065
M247         1    72.00360    72.00360    90.00450
M248         1    72.32810    72.32810    90.41013
M249         1    72.46846    72.46846    90.58558
M250         1    72.49913    72.49913    90.62391
M251         1    73.14707    73.14707    91.43384
M252         1    74.04315    74.04315    92.55394
M253         1    74.28161    74.28161    92.85201
M254         1    74.60013    74.60013    93.25016
M255         1    75.96100    75.96100    94.95125
M256         1    76.41630    76.41630    95.52038
M257         1    76.69634    76.69634    95.87043
M258         1    76.79821    76.79821    95.99776
M259         1    77.00457    77.00457    96.25571
M260         1    77.37003    77.37003    96.71254
M261         1    77.51973    77.51973    96.89966
M262         1    77.90076    77.90076    97.37595
M263         1    77.95187    77.95187    97.43984
M264         1    78.03710    78.03710    97.54638
M265         1    78.10009    78.10009    97.62511
M266         1    78.14919    78.14919    97.68649
M267         1    78.31050    78.31050    97.88813
M268         1    78.37828    78.37828    97.97285
M269         1    78.47138    78.47138    98.08922
M270         1    78.79356    78.79356    98.49195
M271         1    78.92730    78.92730    98.65913
M272         1    79.11892    79.11892    98.89865
M273         1    79.33138    79.33138    99.16423
M274         1    79.63018    79.63018    99.53773
M275         1    79.84607    79.84607    99.80759
M276         1    79.87108    79.87108    99.83885
M277         1    80.09361    80.09361   100.11701
M278         1    80.17219    80.17219   100.21524
M279         1    80.43231    80.43231   100.54039
M280         1    80.79221    80.79221   100.99026
M281         1    80.80458    80.80458   101.00572
M282         1    82.08293    82.08293   102.60366
M283         1    82.45856    82.45856   103.07320
M284         1    83.33344    83.33344   104.16680
M285         1    83.38839    83.38839   104.23549
M286         1    84.05753    84.05753   105.07191
M287         1    84.39560    84.39560   105.49450
M288         1    84.41060    84.41060   105.51325
M289         1    84.53465    84.53465   105.66831
M290         1    84.59903    84.59903   105.74879
M291         1    84.67480    84.67480   105.84350
M292         1    84.84117    84.84117   106.05146
M293         1    85.11127    85.11127   106.38909
M294         1    85.15166    85.15166   106.43958
M295         1    85.56766    85.56766   106.95958
M296         1    86.10509    86.10509   107.63136
M297         1    86.65250    86.65250   108.31563
M298         1    86.65389    86.65389   108.31736
M299         1    86.69721    86.69721   108.37151
M300         1    87.29544    87.29544   109.11930
M301         1    87.42257    87.42257   109.27821
M302         1    87.88038    87.88038   109.85048
M303         1    88.57453    88.57453   110.71816
M304         1    88.65054    88.65054   110.81318
M305         1    89.14681    89.14681   111.43351
M306         1    89.86677    89.86677   112.33346
M307         1    90.48547    90.48547   113.10684
M308         1    90.51845    90.51845   113.14806
M309         1    90.98574    90.98574   113.73218
M310         1    91.55328    91.55328   114.44160
M311         1    91.58328    91.58328   114.47910
M312         1    91.74882    91.74882   114.68603
M313         1    91.87548    91.87548   114.84435
M314         1    92.60475    92.60475   115.75594
M315         1    92.70295    92.70295   115.87869
M316         1    92.70958    92.70958   115.88698
M317         1    92.86841    92.86841   116.08551
M318         1    94.00797    94.00797   117.50996
M319         1    94.03623    94.03623   117.54529
M320         1    94.39408    94.39408   117.99260
M321         1    94.88821    94.88821   118.61026
M322         1    95.50397    95.50397   119.37996
M323         1    95.58199    95.58199   119.47749
M324         1    95.83452    95.83452   119.79315
M325         1    95.91020    95.91020   119.88775
M326         1    96.66475    96.66475   120.83094
M327         1    97.14757    97.14757   121.43446
M328         1    97.40044    97.40044   121.75055
M329         1    98.04634    98.04634   122.55792
M330         1    99.37097    99.37097   124.21371
M331         1    99.41635    99.41635   124.27044
M332         1    99.41885    99.41885   124.27356
M333         1    99.80805    99.80805   124.76006
M334         2     0.39702     0.39702     0.49627
M335         2     0.59886     0.59886     0.74857
M336         2     1.13968     1.13968     1.42460
M337         2     1.80503     1.80503     2.25629
M338         2     1.87150     1.87150     2.33938
M339         2     2.35337     2.35337     2.94171
M340         2     2.66761     2.66761     3.33451
M341         2     2.75351     2.75351     3.44189
M342         2     2.81331     2.81331     3.51664
M343         2     3.08681     3.08681     3.85851
M344         2     3.70870     3.70870     4.63587
M345         2     3.74180     3.74180     4.67725
M346         2     4.07372     4.07372     5.09215
M347         2     4.24636     4.24636     5.30795
M348         2     4.27652     4.27652     5.34565
M349         2     4.49664     4.49664     5.62080
M350         2     4.51463     4.51463     5.64329
M351         2     4.57543     4.57543     5.71929
M352         2     4.57734     4.57734     5.72167
M353         2     4.68467     4.68467     5.85584
M354         2     5.30159     5.30159     6.62699
M355         2     5.40678     5.40678     6.75847
M356         2     5.67525     5.67525     7.09406
M357         2     5.87254     5.87254     7.34068
M358         2     5.93072     5.93072     7.41340
M359         2     6.21913     6.21913     7.77391
M360         2     6.46187     6.46187     8.07734
M361         2     6.62313     6.62313     8.27891
M362         2     6.84471     6.84471     8.55589
M363         2     7.59984     7.59984     9.49980
M364         2     8.07522     8.07522    10.09403
M365         2     8.13911     8.13911    10.17389
M366         2     8.16763     8.16763    10.20954
M367         2     9.08241     9.08241    11.35301
M368         2    10.06476    10.06476    12.58095
M369         2    10.81524    10.81524    13.51905
M370         2    10.90988    10.90988    13.63735
M371         2    11.00827    11.00827    13.76034
M372         2    11.01929    11.01929    13.77411
M373         2    11.42016    11.42016    14.27520
M374         2    11.55896    11.55896    14.44870
M375         2    11.56716    11.56716    14.45895
M376         2    12.56665    12.56665    15.70831
M377         2    12.91721    12.91721    16.14651
M378         2    13.78412    13.78412    17.23015
M379         2    13.79526    13.79526    17.24407
M380         2    14.33667    14.33667    17.92084
M381         2    14.55271    14.55271    18.19089
M382         2    14.92135    14.92135    18.65169
M383         2    14.93482    14.93482    18.66852
M384         2    14.99206    14.99206    18.74008
M385         2    15.18202    15.18202    18.97752
M386         2    15.34312    15.34312    19.17890
M387         2    15.79093    15.79093    19.73866
M388         2    15.80547    15.80547    19.75684
M389         2    15.91686    15.91686    19.89607
M390         2    15.96201    15.96201    19.95251
M391         2    15.97829    15.97829    19.97286
M392         2    15.99669    15.99669    19.99586
M393         2    16.19976    16.19976    20.24970
M394         2    16.38783    16.38783    20.48479
M395         2    17.21655    17.21655    21.52069
M396         2    17.33394    17.33394    21.66742
M397         2    18.45337    18.45337    23.06671
M398         2    18.67185    18.67185    23.33981
M399         2    18.79559    18.79559    23.49449
M400         2    20.37239    20.37239    25.46549
M401         2    20.48614    20.48614    25.60768
M402         2    20.74495    20.74495    25.93119
M403         2    20.81366    20.81366    26.01707
M404         2    21.12732    21.12732    26.40915
M405         2    21.38489    21.38489    26.73111
M406         2    21.72741    21.72741    27.15926
M407         2    21.77055    21.77055    27.21319
M408         2    21.87809    21.87809    27.34761
M409         2    22.03577    22.03577    27.54471
M410         2    22.68647    22.68647    28.35809
M411         2    22.77567    22.77567    28.46959
M412         2    23.03496    23.03496    28.79370
M413         2    23.07998    23.07998    28.84998
M414         2    23.49928    23.49928    29.37410
M415         2    23.70456    23.70456    29.63070
M416         2    23.77617    23.77617    29.72021
M417         2    24.05519    24.05519    30.06899
M418         2    24.29221    24.29221    30.36526
M419         2    24.31064    24.31064    30.38830
M420         2    24.36160    24.36160    30.45200
M421         2    24.81209    24.81209    31.01511
M422         2    25.87714    25.87714    32.34643
M423         2    26.86117    26.86117    33.57646
M424         2    27.37684    27.37684    34.22105
M425         2    27.52196    27.52196    34.40245
M426         2    27.72133    27.72133    34.65166
M427         2    27.97114    27.97114    34.96392
M428         2    27.99968    27.99968    34.99960
M429         2    28.11494    28.11494    35.14368
M430         2    29.45631    29.45631    36.82039
M431         2    29.58269    29.58269    36.97836
M432         2    30.14818    30.14818    37.68523
M433         2    30.40711    30.40711    38.00889
M434         2    30.54541    30.54541    38.18176
M435         2    30.62525    30.62525    38.28156
M436         2    30.82145    30.82145    38.52681
M437         2    31.29773    31.29773    39.12216
M438         2    31.72357    31.72357    39.65446
M439         2    32.35488    32.35488    40.44360
M440         2    32.41630    32.41630    40.52038
M441         2    32.65351    32.65351    40.81689
M442         2    32.83012    32.83012    41.03765
M443         2    33.15652    33.15652    41.44565
M444         2    33.25441    33.25441    41.56801
M445         2    33.29051    33.29051    41.61314
M446         2    33.58122    33.58122    41.97653
M447         2    33.66308    33.66308    42.07885
M448         2    33.77630    33.77630    42.22038
M449         2    33.96606    33.96606    42.45758
M450         2    34.23454    34.23454    42.79318
M451         2    34.59976    34.59976    43.24970
M452         2    35.18803    35.18803    43.98504
M453         2    35.50576    35.50576    44.38220
M454         2    35.52295    35.52295    44.40369
M455         2    35.63493    35.63493    44.54366
M456         2    35.80329    35.80329    44.75411
M457         2    36.41461    36.41461    45.51826
M458         2    36.63307    36.63307    45.79134
M459         2    36.88001    36.88001    46.10001
M460         2    36.90603    36.90603    46.13254
M461         2    37.04578    37.04578    46.30723
M462         2    37.36912    37.36912    46.71140
M463         2    37.44082    37.44082    46.80103
M464         2    37.93865    37.93865    47.42331
M465         2    38.08135    38.08135    47.60169
M466         2    40.01263    40.01263    50.01579
M467         2    40.12677    40.12677    50.15846
M468         2    40.19468    40.19468    50.24335
M469         2    40.74076    40.74076    50.92595
M470         2    40.87144    40.87144    51.08930
M471         2    40.90005    40.90005    51.12506
M472         2    41.34357    41.34357    51.67946
M473         2    42.16117    42.16117    52.70146
M474         2    42.17823    42.17823    52.72279
M475         2    42.27079    42.27079    52.83849
M476         2    43.05915    43.05915    53.82394
M477         2    43.25356    43.25356    54.06695
M478         2    44.18226    44.18226    55.22783
M479         2    44.53853    44.53853    55.67316
M480         2    44.85751    44.85751    56.07189
M481         2    45.17043    45.17043    56.46304
M482         2    45.38696    45.38696    56.73370
M483         2    45.38760    45.38760    56.73450
M484         2    45.58793    45.58793    56.98491
M485         2    45.88575    45.88575    57.35719
M486         2    46.30344    46.30344    57.87930
M487         2    46.41978    46.41978    58.02473
M488         2    46.76199    46.76199    58.45249
M489         2    46.85345    46.85345    58.56681
M490         2    47.40677    47.40677    59.25846
M491         2    47.47881    47.47881    59.34851
M492         2    47.86274    47.86274    59.82843
M493         2    48.04362    48.04362    60.05453
M494         2    48.24803    48.24803    60.31004
M495         2    48.57539    48.57539    60.71924
M496         2    48.71181    48.71181    60.88976
M497         2    49.02113    49.02113    61.27641
M498         2    49.11685    49.11685    61.39606
M499         2    49.46261    49.46261    61.82826
M500         2    49.94087    49.94087    62.42609
M501         2    50.03695    50.03695    62.54619
M502         2    50.11299    50.11299    62.64124
M503         2    50.26582    50.26582    62.83228
M504         2    50.29113    50.29113    62.86391
M505         2    50.61878    50.61878    63.27348
M506         2    50.72348    50.72348    63.40435
M507         2    51.69254    51.69254    64.61567
M508         2    51.86628    51.86628    64.83285
M509         2    51.97181    51.97181    64.96476
M510         2    52.08707    52.08707    65.10884
M511         2    52.53690    52.53690    65.67113
M512         2    52.64052    52.64052    65.80065
M513         2    52.95913    52.95913    66.19891
M514         2    53.14123    53.14123    66.42654
M515         2    53.37985    53.37985    66.72481
M516         2    53.54788    53.54788    66.93485
M517         2    53.61555    53.61555    67.01944
M518         2    53.78968    53.78968    67.23710
M519         2    53.83926    53.83926    67.29908
M520         2    54.11337    54.11337    67.64171
M521         2    54.26967    54.26967    67.83709
M522         2    54.57339    54.57339    68.21674
M523         2    54.68226    54.68226    68.35283
M524         2    54.82853    54.82853    68.53566
M525         2    55.48983    55.48983    69.36229
M526         2    55.82140    55.82140    69.77675
M527         2    56.09237    56.09237    70.11546
M528         2    56.38169    56.38169    70.47711
M529         2    56.52708    56.52708    70.65885
M530         2    56.84396    56.84396    71.05495
M531         2    56.90046    56.90046    71.12557
M532         2    57.11798    57.11798    71.39748
M533         2    57.16974    57.16974    71.46218
M534         2    57.57368    57.57368    71.96710
M535         2    57.83437    57.83437    72.29296
M536         2    57.91266    57.91266    72.39083
M537         2    57.95718    57.95718    72.44648
M538         2    57.98648    57.98648    72.48310
M539         2    57.99371    57.99371    72.49214
M540         2    58.24087    58.24087    72.80109
M541         2    58.52557    58.52557    73.15696
M542         2    59.04076    59.04076    73.80095
M543         2    59.31366    59.31366    74.14208
M544         2    59.42887    59.42887    74.28609
M545         2    59.49525    59.49525    74.36906
M546         2    59.55225    59.55225    74.44031
M547         2    59.67603    59.67603    74.59504
M548         2    60.13109    60.13109    75.16386
M549         2    60.37259    60.37259    75.46574
M550         2    60.64487    60.64487    75.80609
M551         2    61.43419    61.43419    76.79274
M552         2    61.55108    61.55108    76.93885
M553         2    61.66360    61.66360    77.07950
M554         2    61.68273    61.68273    77.10341
M555         2    61.96116    61.96116    77.45145
M556         2    62.07749    62.07749    77.59686
M557         2    62.65557    62.65557    78.31946
M558         2    62.87533    62.87533    78.59416
M559         2    62.90829    62.90829    78.63536
M560         2    63.28327    63.28327    79.10409
M561         2    63.42174    63.42174    79.27717
M562         2    63.47758    63.47758    79.34698
M563         2    63.96005    63.96005    79.95006
M564         2    64.10552    64.10552    80.13190
M565         2    64.45441    64.45441    80.56801
M566         2    64.70200    64.70200    80.87750
M567         2    65.32304    65.32304    81.65380
M568         2    65.67825    65.67825    82.09781
M569         2    66.14632    66.14632    82.68290
M570         2    66.24297    66.24297    82.80371
M571         2    66.25262    66.25262    82.81578
M572         2    66.60081    66.60081    83.25101
M573         2    67.26844    67.26844    84.08555
M574         2    67.58009    67.58009    84.47511
M575         2    67.73604    67.73604    84.67005
M576         2    67.78523    67.78523    84.73154
M577         2    67.80223    67.80223    84.75279
M578         2    68.00613    68.00613    85.00766
M579         2    68.02570    68.02570    85.03213
M580         2    68.11938    68.11938    85.14923
M581         2    68.28626    68.28626    85.35782
M582         2    68.91808    68.91808    86.14760
M583         2    69.49628    69.49628    86.87035
M584         2    69.93516    69.93516    87.41895
M585         2    71.11989    71.11989    88.89986
M586         2    71.25986    71.25986    89.07483
M587         2    71.28660    71.28660    89.10825
M588         2    72.14250    72.14250    90.17812
M589         2    72.45391    72.45391    90.56739
M590         2    72.66401    72.66401    90.83001
M591         2    73.32640    73.32640    91.65800
M592         2    73.66699    73.66699    92.08374
M593         2    73.90935    73.90935    92.38669
M594         2    74.75858    74.75858    93.44823
M595         2    75.35467    75.35467    94.19334
M596         2    75.40705    75.40705    94.25881
M597         2    76.19890    76.19890    95.24863
M598         2    76.73765    76.73765    95.92206
M599         2    76.95995    76.95995    96.19994
M600         2    76.97082    76.97082    96.21353
M601         2    77.24639    77.24639    96.55799
M602         2    77.60053    77.60053    97.00066
M603         2    77.89596    77.89596    97.36995
M604         2    78.20789    78.20789    97.75986
M605         2    78.79955    78.79955    98.49944
M606         2    78.88163    78.88163    98.60204
M607         2    79.00804    79.00804    98.76005
M608         2    79.42852    79.42852    99.28565
M609         2    79.57879    79.57879    99.47349
M610         2    80.92154    80.92154   101.15193
M611         2    81.32870    81.32870   101.66088
M612         2    81.33569    81.33569   101.66961
M613         2    81.36218    81.36218   101.70273
M614         2    81.36702    81.36702   101.70878
M615         2    81.78066    81.78066   102.22583
M616         2    82.85597    82.85597   103.56996
M617         2    83.26020    83.26020   104.07525
M618         2    84.00785    84.00785   105.00981
M619         2    84.01079    84.01079   105.01349
M620         2    84.18886    84.18886   105.23607
M621         2    84.33346    84.33346   105.41683
M622         2    85.20965    85.20965   106.51206
M623         2    85.26744    85.26744   106.58430
M624         2    86.34066    86.34066   107.92583
M625         2    86.59164    86.59164   108.23955
M626         2    86.69044    86.69044   108.36305
M627         2    86.99119    86.99119   108.73899
M628         2    87.19172    87.19172   108.98965
M629         2    87.93492    87.93492   109.91865
M630         2    88.42836    88.42836   110.53545
M631         2    88.94152    88.94152   111.17690
M632         2    89.33767    89.33767   111.67209
M633         2    89.91415    89.91415   112.39269
M634         2    90.50138    90.50138   113.12672
M635         2    90.71327    90.71327   113.39159
M636         2    91.28383    91.28383   114.10479
M637         2    91.28703    91.28703   114.10879
M638         2    91.33033    91.33033   114.16291
M639         2    91.35830    91.35830   114.19787
M640         2    91.80684    91.80684   114.75855
M641         2    91.98326    91.98326   114.97907
M642         2    92.20070    92.20070   115.25087
M643         2    92.35866    92.35866   115.44832
M644         2    92.61293    92.61293   115.76616
M645         2    92.96876    92.96876   116.21095
M646         2    93.03854    93.03854   116.29818
M647         2    93.72982    93.72982   117.16228
M648         2    93.78476    93.78476   117.23095
M649         2    93.86769    93.86769   117.33461
M650         2    93.90024    93.90024   117.37530
M651         2    94.04109    94.04109   117.55136
M652         2    94.71152    94.71152   118.38940
M653         2    94.96296    94.96296   118.70370
M654         2    95.44302    95.44302   119.30378
M655         2    95.52768    95.52768   119.40960
M656         2    95.96635    95.96635   119.95794
M657         2    96.51192    96.51192   120.63990
M658         2    96.79708    96.79708   120.99635
M659         2    97.11616    97.11616   121.39520
M660         2    97.12142    97.12142   121.40178
M661         2    97.40409    97.40409   121.75511
M662         2    98.06452    98.06452   122.58065
M663         2    98.38610    98.38610   122.98262
M664         2    99.07559    99.07559   123.84449
M665         2    99.40166    99.40166   124.25208
M666         2    99.88779    99.88779   124.85974
M667         3     0.10067     0.10067     0.12584
M668         3     0.64424     0.64424     0.80530
M669         3     0.87266     0.87266     1.09082
M670         3     1.63539     1.63539     2.04424
M671         3     1.94075     1.94075     2.42594
M672         3     2.21860     2.21860     2.77325
M673         3     2.35710     2.35710     2.94637
M674         3     2.56788     2.56788     3.20985
M675         3     2.72975     2.72975     3.41219
M676         3     3.30247     3.30247     4.12809
M677         3     3.37292     3.37292     4.21615
M678         3     3.52017     3.52017     4.40021
M679         3     3.67998     3.67998     4.59997
M680         3     3.76561     3.76561     4.70701
M681         3     3.81270     3.81270     4.76588
M682         3     4.15782     4.15782     5.19727
M683         3     4.30044     4.30044     5.37555
M684         3     4.64077     4.64077     5.80096
M685         3     5.11910     5.11910     6.39887
M686         3     5.25978     5.25978     6.57472
M687         3     6.83154     6.83154     8.53942
M688         3     7.86785     7.86785     9.83481
M689         3     8.12559     8.12559    10.15699
M690         3     8.46227     8.46227    10.57784
M691         3     8.93996     8.93996    11.17495
M692         3     9.17957     9.17957    11.47446
M693         3     9.28815     9.28815    11.61019
M694         3     9.35691     9.35691    11.69614
M695         3     9.44190     9.44190    11.80238
M696         3    10.17370    10.17370    12.71712
M697         3    10.67094    10.67094    13.33868
