ID          Chr    Position
Q233        10    82.72220
Q234        10    85.12619
Q235        10    86.34566
Q236        10    86.92363
Q237        10    88.06806
Q238        10    88.46247
Q239        10    88.90206
Q240        10    98.54693
Q241        11     1.02698
Q242        11     1.63193
Q243        11     4.01903
Q244        11     7.60707
Q245        11     8.72350
Q246        11    10.78148
Q247        11    10.89535
Q248        11    17.26051
Q249        11    18.02165
Q250        11    23.05058
Q251        11    26.27637
Q252        11    26.82986
Q253        11    36.46703
Q254        11    36.68630
Q255        11    44.47749
Q256        11    49.94220
Q257        11    57.67242
Q258        11    63.34569
Q259        11    80.90630
Q260        11    82.74217
Q261        11    85.16265
Q262        11    86.28039
Q263        11    88.31657
Q264        11    90.93377
Q265        11    93.22224
Q266        11    94.29247
Q267        11    98.87777
Q268        11    99.22254
Q269        12     1.53897
Q270        12     4.13934
Q271        12     6.64165
Q272        12     9.95072
Q273        12    18.59500
Q274        12    28.81701
Q275        12    29.37105
Q276        12    30.84525
Q277        12    31.49432
Q278        12    37.74895
Q279        12    39.36999
Q280        12    42.49331
Q281        12    44.14808
Q282        12    44.78259
Q283        12    45.34528
Q284        12    47.88054
Q285        12    52.14036
Q286        12    57.21736
Q287        12    58.88182
Q288        12    59.13170
Q289        12    59.97422
Q290        12    62.67199
Q291        12    63.82736
Q292        12    64.66082
Q293        12    65.61084
Q294        12    66.88533
Q295        12    68.69484
Q296        12    80.26014
Q297        12    81.01273
Q298        12    85.21583
Q299        12    89.92469
Q300        12    90.52602
Q301        13     0.67144
Q302        13     2.83044
Q303        13     3.91491
Q304        13     6.52541
Q305        13    11.61210
Q306        13    13.08889
Q307        13    13.97782
Q308        13    18.20047
Q309        13    20.71646
Q310        13    26.41181
Q311        13    32.33299
Q312        13    36.76616
Q313        13    44.96949
Q314        13    58.48839
Q315        13    72.05323
Q316        13    78.70529
Q317        13    82.29763
Q318        13    87.72030
Q319        13    90.16660
Q320        14     0.05378
Q321        14     5.15803
Q322        14     7.64083
Q323        14    10.99887
Q324        14    11.15931
Q325        14    12.90297
Q326        14    15.40792
Q327        14    23.06763
Q328        14    23.43915
Q329        14    30.30085
Q330        14    36.13734
Q331        14    36.89175
Q332        14    44.22881
Q333        14    44.94617
Q334        14    50.54454
Q335        14    50.82654
Q336        14    58.28074
Q337        14    58.84791
Q338        14    66.76597
Q339        14    71.11159
Q340        14    77.16672
Q341        14    78.47202
Q342        14    80.15519
Q343        14    84.33700
Q344        14    84.71796
Q345        14    85.50724
Q346        14    85.51643
Q347        14    86.67042
Q348        14    88.55192
Q349        14    89.94382
Q350        14    91.89161
Q351        14    92.53612
Q352        14    95.80488
Q353        15     8.29208
Q354        15    16.28227
Q355        15    18.99513
Q356        15    22.34644
Q357        15    29.46121
Q358        15    38.59991
Q359        15    42.07511
Q360        15    44.52154
Q361        15    47.18008
Q362        15    47.34706
Q363        15    58.51669
Q364        15    60.42053
Q365        15    65.24310
Q366        15    74.05067
Q367        15    75.12761
Q368        15    78.21736
Q369        15    91.73668
Q370        15    97.73176
Q371        16     0.54343
Q372        16     5.65427
Q373        16     8.42273
Q374        16    11.65865
Q375        16    13.08183
Q376        16    13.75126
Q377        16    16.79412
Q378        16    20.09043
Q379        16    26.47749
Q380        16    27.34691
Q381        16    34.46725
Q382        16    36.75672
Q383        16    46.56345
Q384        16    56.57789
Q385        16    60.66511
Q386        16    67.17175
Q387        16    71.46168
Q388        16    74.16456
Q389        16    76.46924
Q390        16    80.36835
Q391        16    85.16172
Q392        16    86.20152
Q393        16    88.61057
Q394        16    96.55134
Q395        17     0.17027
Q396        17     9.30607
Q397        17    24.91615
Q398        17    39.27228
Q399        17    48.14536
Q400        17    51.25394
Q401        17    60.69759
Q402        17    62.22499
Q403        17    62.76881
Q404        17    68.06290
Q405        17    70.00091
Q406        17    72.34970
Q407        17    72.76936
Q408        17    78.59935
Q409        17    83.74668
Q410        17    89.90459
Q411        17    91.39485
Q412        17    91.49304
Q413        17    96.40969
Q414        17    96.75368
Q415        18     2.62422
Q416        18     3.94570
Q417        18    13.52776
Q418        18    17.61724
Q419        18    20.94463
Q420        18    25.61323
Q421        18    30.93171
Q422        18    33.81078
Q423        18    39.79730
Q424        18    42.28697
Q425        18    42.77711
Q426        18    45.49164
Q427        18    46.49651
Q428        18    50.40119
Q429        18    51.47575
Q430        18    54.77312
Q431        18    56.14017
Q432        18    56.42044
Q433        18    58.08590
Q434        18    61.79127
Q435        18    62.56628
Q436        18    66.49237
Q437        18    73.13497
Q438        18    77.43614
Q439        18    79.09255
Q440        18    83.58223
Q441        18    96.52837
Q442        19     3.38732
Q443        19     7.02017
Q444        19     9.16079
Q445        19    18.11586
Q446        19    23.01379
Q447        19    27.10546
Q448        19    29.33449
Q449        19    37.83951
Q450        19    43.14380
Q451        19    45.00432
Q452        19    46.84331
Q453        19    47.51910
Q454        19    47.96983
Q455        19    49.10833
Q456        19    49.46354
Q457        19    51.47017
Q458        19    51.70409
Q459        19    62.24634
Q460        19    64.18883
Q461        19    84.81321
Q462        19    87.38523
Q463        20    11.67280
Q464        20    12.43566
Q465        20    18.02280
Q466        20    30.07435
Q467        20    30.83212
Q468        20    32.00139
Q469        20    32.36594
Q470        20    34.67178
Q471        20    36.11779
Q472        20    37.26287
Q473        20    40.21384
Q474        20    41.68856
Q475        20    49.15096
Q476        20    55.09364
Q477        20    55.90523
Q478        20    57.16554
Q479        20    61.59293
Q480        20    65.42499
Q481        20    66.30167
Q482        20    67.84761
Q483        20    69.96303
Q484        20    72.85798
Q485        20    81.31521
Q486        20    81.68519
Q487        20    83.39689
Q488        20    85.95442
Q489        20    86.41462
Q490        20    97.58878
Q491        20    99.75177
Q492        21     4.81964
Q493        21     9.70893
Q494        21    14.60345
Q495        21    15.64585
Q496        21    20.18557
Q497        21    20.83163
Q498        21    35.06214
Q499        21    47.53035
Q500        21    53.19479
Q501        21    59.31793
Q502        21    62.27945
Q503        21    62.42993
Q504        21    68.96764
Q505        21    69.41028
Q506        21    70.88078
Q507        21    71.03538
Q508        21    80.62032
Q509        21    86.04158
Q510        21    90.87738
Q511        21    96.02988
Q512        21    98.42113
Q513        22     0.60362
Q514        22     4.21841
Q515        22     5.28568
Q516        22    13.40345
Q517        22    23.46843
Q518        22    29.59636
Q519        22    30.08327
Q520        22    31.29231
Q521        22    32.68627
Q522        22    42.60599
Q523        22    52.98569
Q524        22    55.31300
Q525        22    58.49864
Q526        22    59.14849
Q527        22    60.71318
Q528        22    67.07139
Q529        22    68.93480
Q530        22    77.71791
Q531        22    80.62111
Q532        22    81.69720
Q533        22    87.67465
Q534        22    92.42290
Q535        22    93.66468
Q536        22    95.46042
Q537        22    97.81620
Q538        22    98.65827
Q539        23    10.17129
Q540        23    11.16809
Q541        23    12.16175
Q542        23    14.37246
Q543        23    30.68568
Q544        23    33.03744
Q545        23    33.08445
Q546        23    33.94415
Q547        23    37.29037
Q548        23    39.49424
Q549        23    39.66445
Q550        23    41.64465
Q551        23    46.75811
Q552        23    47.22443
Q553        23    48.62051
Q554        23    50.32498
Q555        23    55.73583
Q556        23    57.28278
Q557        23    62.77466
Q558        23    62.78363
Q559        23    66.62212
Q560        23    67.42435
Q561        23    71.63841
Q562        23    81.59305
Q563        23    83.72432
Q564        23    89.34268
Q565        23    92.45176
Q566        23    92.45914
Q567        23    92.61079
Q568        23    95.85171
Q569        23    96.09223
Q570        24     4.36534
Q571        24    14.17783
Q572        24    17.59578
Q573        24    18.56789
Q574        24    33.12098
Q575        24    35.20429
Q576        24    35.42794
Q577        24    40.54232
Q578        24    42.84634
Q579        24    45.05981
Q580        24    50.94690
Q581        24    50.95042
Q582        24    68.03971
Q583        24    70.26327
Q584        24    70.50470
Q585        24    71.88566
Q586        24    79.04599
Q587        24    86.44987
Q588        25     0.13547
Q589        25     1.65205
Q590        25     2.73575
Q591        25     5.80417
Q592        25     6.64177
Q593        25     7.33614
Q594        25     7.48780
Q595        25    10.99279
Q596        25    19.36772
Q597        25    28.64216
Q598        25    29.02722
Q599        25    30.91431
Q600        25    31.94468
Q601        25    32.03739
Q602        25    35.71375
Q603        25    38.09181
Q604        25    38.34580
Q605        25    43.52912
Q606        25    45.02259
Q607        25    45.06382
Q608        25    46.46164
Q609        25    55.10374
Q610        25    61.84869
Q611        25    65.28245
Q612        25    76.52050
Q613        25    80.81674
Q614        25    84.66259
Q615        25    85.32430
Q616        25    87.98790
Q617        25    91.22950
Q618        25    93.59295
Q619        25    94.51430
Q620        25    95.06435
Q621        25    96.92535
Q622        26     2.59520
Q623        26    10.37624
Q624        26    11.41833
Q625        26    18.08054
Q626        26    19.54541
Q627        26    20.35241
Q628        26    27.58837
Q629        26    27.81326
Q630        26    37.84546
Q631        26    38.69303
Q632        26    40.52513
Q633        26    43.02845
Q634        26    44.14043
Q635        26    54.79351
Q636        26    61.01638
Q637        26    65.79388
Q638        26    70.56827
Q639        26    73.47967
Q640        26    75.62444
Q641        26    77.35934
Q642        26    78.27402
Q643        26    82.01398
Q644        26    90.10248
Q645        26    95.13787
Q646        26    98.12588
Q647        27     3.08666
Q648        27    10.07061
Q649        27    22.08688
Q650        27    22.18979
Q651        27    24.12673
Q652        27    29.72334
Q653        27    39.22118
Q654        27    54.31520
Q655        27    62.42785
Q656        27    64.90833
Q657        27    70.64718
Q658        27    76.37570
Q659        27    82.36734
Q660        27    83.09348
Q661        27    84.71450
Q662        27    85.53647
Q663        27    87.69797
Q664        27    90.54326
Q665        27    91.43431
Q666        27    97.06044
Q667        27    98.39264
Q668        28     5.04589
Q669        28     9.82132
Q670        28    12.36716
Q671        28    14.93474
Q672        28    16.81896
Q673        28    20.63743
Q674        28    21.46591
Q675        28    22.55650
Q676        28    28.10031
Q677        28    30.43236
Q678        28    38.38063
Q679        28    47.81240
Q680        28    47.94176
Q681        28    48.47976
Q682        28    57.83432
Q683        28    63.68904
Q684        28    66.32972
Q685        28    67.69790
Q686        28    68.59231
Q687        28    69.22769
Q688        28    74.73782
Q689        28    80.31649
Q690        28    82.92906
Q691        28    84.35169
Q692        28    86.68688
Q693        28    87.90505
Q694        28    97.97405
Q695        28    98.25372
Q696        28    98.94908
Q697        29     2.48697
Q698        29     5.32498
Q699        29     6.92634
Q700        29    14.45793
Q701        29    21.59229
Q702        29    22.34573
Q703        29    28.01311
Q704        29    31.78108
Q705        29    33.06141
Q706        29    38.59392
Q707        29    40.23125
Q708        29    43.02199
Q709        29    44.75685
Q710        29    46.06595
Q711        29    48.58238
Q712        29    49.31054
Q713        29    52.69337
Q714        29    53.26990
Q715        29    53.40209
Q716        29    65.66541
Q717        29    71.76570
Q718        29    73.22792
Q719        29    81.18872
Q720        29    82.15065
Q721        29    96.38594
Q722        29    99.94697
Q723        30     2.16576
Q724        30     4.02989
Q725        30     4.90485
Q726        30    15.44350
Q727        30    15.60594
Q728        30    20.40443
Q729        30    22.44485
Q730        30    23.36177
Q731        30    25.71613
Q732        30    26.62284
Q733        30    30.82242
Q734        30    31.65431
Q735        30    35.13819
Q736        30    35.21551
Q737        30    40.22555
Q738        30    50.93309
Q739        30    51.09916
Q740        30    66.78273
Q741        30    71.04508
Q742        30    82.04216
Q743        30    82.15881
Q744        30    85.51784
Q745        30    86.28508
Q746        30    87.01753
Q747        30    89.09760
Q748        30    90.21760
Q749        30    93.92939
Q750        30    95.39515
