ID          Chr    Position
M111         1    58.88583
M112         1    59.79609
M113         1    60.04805
M114         1    60.05000
M115         1    60.41506
M116         1    61.05792
M117         1    61.40340
M118         1    61.96720
M119         1    62.18944
M120         1    63.32503
M121         1    63.79424
M122         1    63.99041
M123         1    64.20102
M124         1    64.54938
M125         1    67.36612
M126         1    68.23982
M127         1    68.66713
M128         1    69.06497
M129         1    69.26817
M130         1    69.49979
M131         1    70.13508
M132         1    71.26261
M133         1    71.30544
M134         1    73.04896
M135         1    73.41216
M136         1    74.74970
M137         1    75.07540
M138         1    75.25723
M139         1    77.13124
M140         1    77.14104
M141         1    77.22041
M142         1    77.32590
M143         1    77.98622
M144         1    79.28877
M145         1    80.60844
M146         1    81.29909
M147         1    81.41453
M148         1    81.45250
M149         1    82.01668
M150         1    82.24992
M151         1    82.87200
M152         1    82.92628
M153         1    82.99589
M154         1    84.45390
M155         1    84.57118
M156         1    85.28082
M157         1    85.83601
M158         1    86.07406
M159         1    86.16097
M160         1    86.85385
M161         1    87.33719
M162         1    87.65479
M163         1    89.76833
M164         1    90.38009
M165         1    90.74832
M166         1    90.82797
M167         1    91.40582
M168         1    91.89813
M169         1    91.99515
M170         1    92.97458
M171         1    92.97877
M172         1    93.76058
M173         1    94.25245
M174         1    96.73297
M175         1    97.61276
M176         1    98.36705
M177         1    99.04345
M178         1    99.89529
M179         2     0.13957
M180         2     0.33829
M181         2     0.64069
M182         2     0.67927
M183         2     3.18309
M184         2     3.54890
M185         2     4.57615
M186         2     5.68779
M187         2     5.76602
M188         2     6.90608
M189         2     7.20220
M190         2     7.31804
M191         2     7.61126
M192         2     8.20561
M193         2     8.42711
M194         2     8.80338
M195         2     9.72269
M196         2     9.92709
M197         2    10.63198
M198         2    11.06004
M199         2    11.85084
M200         2    12.13838
M201         2    13.24020
M202         2    13.51271
M203         2    14.40045
M204         2    15.12900
M205         2    15.85450
M206         2    15.86964
M207         2    17.13446
M208         2    17.82182
M209         2    18.04659
M210         2    18.18968
M211         2    21.79573
M212         2    22.00922
M213         2    22.87253
M214         2    24.25884
M215         2    24.47396
M216         2    24.62652
M217         2    24.78117
M218         2    24.90389
M219         2    25.95510
M220         2    26.84785
M221         2    26.96832
M222         2    30.13097
M223         2    30.57091
M224         2    30.64303
M225         2    31.65367
M226         2    32.01750
M227         2    34.26742
M228         2    34.27198
M229         2    34.71720
M230         2    35.04093
M231         2    35.32726
M232         2    35.36962
M233         2    35.54362
M234         2    35.98928
M235         2    36.08634
M236         2    36.20754
M237         2    36.24035
M238         2    36.70177
M239         2    36.93141
M240         2    37.67474
M241         2    37.87536
M242         2    37.87920
M243         2    38.30273
M244         2    38.78049
M245         2    39.06696
M246         2    39.12353
M247         2    39.13397
M248         2    39.48348
M249         2    39.54290
M250         2    39.67045
M251         2    40.62036
M252         2    40.97083
M253         2    41.04581
M254         2    41.31980
M255         2    42.63281
M256         2    43.05477
M257         2    43.41697
M258         2    46.64079
M259         2    47.55837
M260         2    47.68989
M261         2    47.88313
M262         2    48.06524
M263         2    48.41029
M264         2    48.74065
M265         2    49.43511
M266         2    50.49313
M267         2    50.88381
M268         2    51.31732
M269         2    52.51497
M270         2    53.11755
M271         2    53.43707
M272         2    53.86852
M273         2    54.62210
M274         2    54.98442
M275         2    55.02317
M276         2    55.04737
M277         2    55.34049
M278         2    55.95357
M279         2    57.34481
M280         2    58.59349
M281         2    58.70470
M282         2    59.84484
M283         2    60.27066
M284         2    61.68360
M285         2    62.27710
M286         2    63.45226
M287         2    65.38130
M288         2    66.08566
M289         2    67.36673
M290         2    67.52626
M291         2    68.27464
M292         2    68.32298
M293         2    68.98270
M294         2    69.75578
M295         2    69.79705
M296         2    70.00093
M297         2    70.22624
M298         2    70.68460
M299         2    71.25746
M300         2    71.58266
M301         2    73.67776
M302         2    74.44213
M303         2    74.91519
M304         2    75.26955
M305         2    76.07237
M306         2    76.25825
M307         2    76.44894
M308         2    76.79199
M309         2    78.65065
M310         2    79.00002
M311         2    79.62903
M312         2    81.07300
M313         2    81.13421
M314         2    81.14405
M315         2    81.63639
M316         2    83.06759
M317         2    83.51265
M318         2    83.80405
M319         2    83.94116
M320         2    85.22842
M321         2    86.66858
M322         2    86.94992
M323         2    87.22865
M324         2    87.58425
M325         2    87.62342
M326         2    87.69959
M327         2    88.48098
M328         2    88.71276
M329         2    89.88339
M330         2    90.06285
M331         2    90.77479
M332         2    91.00013
M333         2    91.39010
M334         2    91.97857
M335         2    92.00737
M336         2    92.41182
M337         2    92.92019
M338         2    93.47707
M339         2    95.27611
M340         2    96.67788
M341         2    97.69394
M342         2    97.80379
M343         2    98.30891
M344         2    98.35911
M345         2    98.71431
M346         2    99.48517
M347         2    99.62623
M348         2    99.73747
M349         2    99.92765
M350         3     0.02630
M351         3     1.63317
M352         3     1.70306
M353         3     1.71033
M354         3     1.90340
M355         3     2.14309
M356         3     2.37020
M357         3     2.51338
M358         3     3.17999
M359         3     3.59007
M360         3     3.67868
M361         3     3.82827
M362         3     4.52277
M363         3     5.07139
M364         3     6.11613
M365         3     6.78974
M366         3     7.59179
M367         3     8.22735
M368         3     8.36690
M369         3     8.47299
M370         3     8.55650
M371         3     9.49339
M372         3     9.74775
M373         3    10.70625
M374         3    11.98840
M375         3    12.52444
M376         3    13.60487
M377         3    14.51645
M378         3    18.47885
M379         3    18.71456
M380         3    19.09590
M381         3    19.26002
M382         3    19.59855
M383         3    23.76262
M384         3    24.02657
M385         3    25.22903
M386         3    25.45825
M387         3    25.87934
M388         3    25.95850
M389         3    27.35816
M390         3    27.61735
M391         3    28.12172
M392         3    28.14675
M393         3    28.60531
M394         3    29.28570
M395         3    30.39985
M396         3    30.44320
M397         3    30.46957
M398         3    32.45177
M399         3    32.87645
M400         3    33.40415
M401         3    34.59739
M402         3    34.68747
M403         3    34.90074
M404         3    34.93290
M405         3    35.13766
M406         3    36.09888
M407         3    37.43717
M408         3    38.19119
M409         3    38.41349
M410         3    38.45432
M411         3    38.47043
M412         3    38.47168
M413         3    38.58489
M414         3    41.56711
M415         3    41.61295
M416         3    41.61341
M417         3    41.78057
M418         3    43.80366
M419         3    43.92412
M420         3    44.06194
M421         3    44.34905
M422         3    45.12280
M423         3    45.18513
M424         3    45.41766
M425         3    45.55662
M426         3    46.19709
M427         3    46.50243
M428         3    47.66865
M429         3    48.37715
M430         3    50.25739
M431         3    50.75560
M432         3    52.16797
M433         3    52.16798
M434         3    52.65920
M435         3    52.96486
M436         3    53.67408
M437         3    54.70017
M438         3    55.62604
M439         3    55.92215
M440         3    56.20014
M441         3    57.10428
M442         3    57.26067
M443         3    57.74538
M444         3    57.97002
M445         3    58.73889
M446         3    58.81137
M447         3    59.08123
M448         3    59.13870
M449         3    60.02986
M450         3    60.06595
M451         3    61.92348
M452         3    62.12935
M453         3    63.20906
M454         3    63.27014
M455         3    63.35826
M456         3    63.63265
M457         3    63.64507
M458         3    64.13628
M459         3    65.01637
M460         3    65.04974
M461         3    65.25054
M462         3    65.42839
M463         3    65.58672
M464         3    65.65833
M465         3    66.04899
M466         3    67.20641
M467         3    67.51687
M468         3    68.10059
M469         3    68.61772
M470         3    69.37822
M471         3    69.46132
M472         3    69.83491
M473         3    69.94956
M474         3    70.73139
M475         3    71.24111
M476         3    71.77286
M477         3    72.05905
M478         3    73.14132
M479         3    73.31534
M480         3    74.88768
M481         3    75.77071
M482         3    75.90400
M483         3    76.93137
M484         3    78.23469
M485         3    78.35579
M486         3    78.83385
M487         3    79.88557
M488         3    80.13465
M489         3    80.19113
M490         3    80.50050
M491         3    81.20408
M492         3    82.42734
M493         3    82.82775
M494         3    83.56967
M495         3    84.09404
M496         3    84.25922
M497         3    84.47262
M498         3    85.06728
M499         3    86.79664
M500         3    87.54770
M501         3    87.59824
M502         3    87.69690
M503         3    87.91310
M504         3    89.88500
M505         3    91.17118
M506         3    91.22097
M507         3    92.07747
M508         3    92.10212
M509         3    92.96244
M510         3    93.17583
M511         3    93.37690
M512         3    95.19968
M513         3    95.46770
M514         3    97.10438
M515         3    97.39713
M516         3    99.86646
M517         3    99.92701
M518         3    99.94291
M519         4     0.79441
M520         4     0.85467
M521         4     0.92018
M522         4     1.32482
M523         4     1.78807
M524         4     3.58522
M525         4     3.65909
M526         4     4.38063
M527         4     4.85408
M528         4     5.43824
M529         4     5.53197
M530         4     6.13688
M531         4     6.93177
M532         4     6.95740
M533         4     7.40558
M534         4     7.98464
M535         4     8.47811
M536         4     9.37868
M537         4     9.56730
M538         4    11.04680
M539         4    12.07283
M540         4    12.32037
M541         4    13.32938
M542         4    13.63941
M543         4    14.41304
M544         4    15.87361
M545         4    15.91608
M546         4    15.98939
M547         4    16.25006
M548         4    17.00832
M549         4    17.40501
M550         4    18.51442
M551         4    20.27921
M552         4    21.65241
M553         4    21.97120
M554         4    22.09499
M555         4    22.36535
M556         4    22.38246
M557         4    24.27471
M558         4    24.98702
M559         4    25.03311
M560         4    26.63999
M561         4    26.89626
M562         4    27.17513
M563         4    27.40656
M564         4    28.06754
M565         4    28.21036
M566         4    28.45214
M567         4    28.52778
M568         4    28.97418
M569         4    29.90691
M570         4    29.99788
M571         4    30.72529
M572         4    31.31588
M573         4    31.62040
M574         4    31.96042
M575         4    32.42983
M576         4    32.55532
M577         4    33.82417
M578         4    34.15507
M579         4    34.56719
M580         4    34.72466
M581         4    34.91635
M582         4    35.13752
M583         4    37.77258
M584         4    38.95347
M585         4    40.84037
M586         4    41.16405
M587         4    41.31321
M588         4    41.47807
M589         4    42.23773
M590         4    44.39335
M591         4    44.42802
M592         4    46.17416
M593         4    46.19426
M594         4    46.64133
M595         4    46.85260
M596         4    48.55023
M597         4    49.16377
M598         4    49.19029
M599         4    49.67957
M600         4    50.30281
M601         4    50.37097
M602         4    51.51847
M603         4    52.09469
M604         4    52.22728
M605         4    52.35091
M606         4    53.39850
M607         4    53.46580
M608         4    54.79968
M609         4    54.84353
M610         4    55.46746
M611         4    56.73322
M612         4    57.35029
M613         4    58.02401
M614         4    58.73706
M615         4    58.77372
M616         4    58.85474
M617         4    60.14836
M618         4    60.28888
M619         4    60.82311
M620         4    60.88358
M621         4    61.19819
M622         4    61.88912
M623         4    62.28337
M624         4    62.66366
M625         4    62.88901
M626         4    63.28499
M627         4    63.78277
M628         4    63.95600
M629         4    64.02723
M630         4    66.85855
M631         4    67.18023
M632         4    67.28593
M633         4    68.38514
M634         4    68.94105
M635         4    69.90233
M636         4    70.09645
M637         4    70.60285
M638         4    71.08486
M639         4    71.43866
M640         4    71.47062
M641         4    71.62533
M642         4    73.00439
M643         4    74.36861
M644         4    74.44708
M645         4    74.77528
M646         4    74.83838
M647         4    75.11589
M648         4    75.12738
M649         4    75.18907
M650         4    77.22656
M651         4    77.50521
M652         4    79.50196
M653         4    80.37167
M654         4    81.81952
M655         4    83.00835
M656         4    84.14231
M657         4    84.94891
M658         4    86.31849
M659         4    86.52126
M660         4    87.02267
M661         4    87.25586
M662         4    87.27139
M663         4    87.41488
M664         4    87.95858
M665         4    87.96949
M666         4    88.07757
M667         4    88.59735
M668         4    88.80284
M669         4    89.28916
M670         4    89.53548
M671         4    89.65301
M672         4    89.66175
M673         4    89.67731
M674         4    90.09649
M675         4    91.62772
M676         4    93.38374
M677         4    94.35290
M678         4    94.57324
M679         4    95.18053
M680         4    96.85131
M681         4    97.58791
M682         4    97.64465
M683         4    97.72217
M684         4    97.74579
M685         4    98.02035
M686         4    98.10263
M687         4    98.39913
M688         4    99.18091
M689         4    99.34384
M690         5     0.12791
M691         5     2.38846
M692         5     2.45096
M693         5     3.05265
M694         5     6.61081
M695         5     7.74572
M696         5     8.18308
M697         5     8.86553
M698         5    10.87198
M699         5    11.60130
M700         5    12.30934
M701         5    12.63884
M702         5    13.24990
M703         5    13.80557
M704         5    13.86237
M705         5    13.90887
M706         5    15.16714
M707         5    15.59210
M708         5    16.29417
M709         5    16.53194
M710         5    17.35455
M711         5    17.57110
M712         5    19.45260
M713         5    21.24084
M714         5    21.77635
M715         5    23.43763
M716         5    23.60747
M717         5    24.55454
M718         5    24.73929
M719         5    25.74427
M720         5    25.95947
M721         5    26.06859
M722         5    27.13626
M723         5    27.52029
M724         5    27.58909
M725         5    27.94000
M726         5    28.46026
M727         5    28.96729
M728         5    29.42764
M729         5    29.98498
M730         5    30.25387
M731         5    30.64027
M732         5    30.69209
M733         5    31.26365
M734         5    31.80467
M735         5    32.30672
M736         5    33.29487
M737         5    33.46511
M738         5    34.01047
M739         5    34.21374
M740         5    34.37178
M741         5    34.51448
M742         5    35.13195
M743         5    37.26306
M744         5    37.59433
M745         5    37.86914
M746         5    38.33819
M747         5    38.74527
M748         5    40.16461
M749         5    40.46392
M750         5    41.49308
M751         5    41.81189
M752         5    42.87422
M753         5    43.85051
M754         5    44.25446
M755         5    44.88781
M756         5    46.21442
M757         5    46.37745
M758         5    46.72602
M759         5    47.92450
M760         5    47.92807
M761         5    48.29687
M762         5    49.91036
M763         5    49.99512
M764         5    50.17559
M765         5    50.89370
M766         5    51.16334
M767         5    51.76883
M768         5    55.26396
M769         5    57.00575
M770         5    57.01868
M771         5    57.21166
M772         5    57.55221
M773         5    58.26251
M774         5    58.94779
M775         5    59.78894
M776         5    59.87757
M777         5    60.37637
M778         5    61.80033
M779         5    61.87630
M780         5    62.67879
M781         5    63.92066
M782         5    65.42642
M783         5    65.47890
M784         5    65.66515
M785         5    67.77000
M786         5    67.83745
M787         5    68.14664
M788         5    68.21392
M789         5    68.67653
M790         5    69.05829
M791         5    69.20140
M792         5    70.88548
M793         5    70.89649
M794         5    71.26094
M795         5    71.28895
M796         5    71.50701
M797         5    72.12455
M798         5    72.26133
M799         5    72.70432
M800         5    74.67626
M801         5    76.65509
M802         5    77.15573
M803         5    77.35773
M804         5    77.71984
M805         5    79.11793
M806         5    79.20875
M807         5    79.21515
M808         5    79.51644
M809         5    79.84372
M810         5    80.21621
M811         5    80.60221
M812         5    80.97526
M813         5    81.43341
M814         5    82.21070
M815         5    82.39927
M816         5    83.03057
M817         5    83.73706
M818         5    84.07609
M819         5    85.76795
M820         5    87.55311
M821         5    88.60820
M822         5    88.74781
M823         5    89.28953
M824         5    89.85969
M825         5    90.47104
M826         5    91.08557
M827         5    92.20767
M828         5    92.54738
M829         5    92.66245
M830         5    92.97135
M831         5    93.61792
M832         5    93.73960
M833         5    94.15433
M834         5    94.27229
M835         5    94.91212
M836         5    95.00099
M837         5    96.74865
M838         5    97.45364
M839         5    97.55229
M840         5    97.94371
M841         5    98.39274
M842         5    98.77864
M843         5    98.81168
M844         5    98.88910
M845         5    99.96041
M846         6     0.10464
M847         6     0.45887
M848         6     0.76714
M849         6     1.36572
M850         6     1.46593
M851         6     1.56710
M852         6     2.06919
M853         6     3.26011
M854         6     4.36046
M855         6     5.44690
M856         6     5.87843
M857         6     6.22968
M858         6     6.25466
M859         6     6.69711
M860         6     7.19952
M861         6     7.58872
M862         6     9.51959
M863         6     9.52905
M864         6     9.66411
M865         6    11.06474
M866         6    12.03553
M867         6    12.58308
M868         6    12.91193
M869         6    14.40855
M870         6    14.77321
M871         6    15.82938
M872         6    15.83267
M873         6    15.99871
M874         6    17.28699
M875         6    17.55927
M876         6    17.77020
M877         6    18.16180
M878         6    21.11601
M879         6    21.35801
M880         6    21.37880
M881         6    21.47248
M882         6    21.63590
M883         6    21.66673
M884         6    22.59778
M885         6    25.60661
M886         6    25.84417
M887         6    26.46046
M888         6    26.64805
M889         6    26.95223
M890         6    27.21418
M891         6    28.47375
M892         6    28.81637
M893         6    28.97503
M894         6    29.23894
M895         6    29.86014
M896         6    30.53020
M897         6    30.75755
M898         6    32.26504
M899         6    32.89022
M900         6    33.35220
M901         6    34.90210
M902         6    34.92752
M903         6    36.22281
M904         6    37.82789
M905         6    37.93120
M906         6    38.79745
M907         6    40.46643
M908         6    41.19101
M909         6    41.33756
M910         6    41.79631
M911         6    42.87231
M912         6    43.94831
M913         6    44.83719
M914         6    45.87586
M915         6    46.19668
M916         6    46.37234
M917         6    47.10866
M918         6    47.14340
M919         6    47.27786
M920         6    47.47808
M921         6    48.15165
M922         6    49.00245
M923         6    49.37370
M924         6    50.31683
M925         6    50.44762
M926         6    50.80791
M927         6    50.98868
M928         6    51.12215
M929         6    51.20904
M930         6    51.20942
M931         6    51.25983
M932         6    51.51519
M933         6    51.97764
M934         6    52.19562
M935         6    52.20507
M936         6    52.30729
M937         6    52.95420
M938         6    53.17366
M939         6    53.97472
M940         6    55.28715
M941         6    55.75748
M942         6    55.76365
M943         6    55.80088
M944         6    56.34656
M945         6    57.08957
M946         6    58.35243
M947         6    58.79885
M948         6    59.35865
M949         6    59.36767
M950         6    60.47932
M951         6    60.48415
M952         6    61.25152
M953         6    61.43067
M954         6    62.03100
M955         6    62.22533
M956         6    62.57004
M957         6    63.12117
M958         6    63.84119
M959         6    64.23236
M960         6    65.94489
M961         6    65.94668
M962         6    66.78334
M963         6    67.22476
M964         6    67.43078
M965         6    67.57131
M966         6    68.19384
M967         6    68.69103
M968         6    69.22577
M969         6    70.01759
M970         6    70.63092
M971         6    71.32104
M972         6    71.85907
M973         6    71.91428
M974         6    72.61725
M975         6    73.25582
M976         6    73.27521
M977         6    75.85306
M978         6    77.09675
M979         6    77.67904
M980         6    77.90295
M981         6    77.98152
M982         6    78.39853
M983         6    78.78161
M984         6    79.24491
M985         6    80.59347
M986         6    80.65598
M987         6    81.08862
M988         6    81.27119
M989         6    82.15513
M990         6    83.22244
M991         6    83.36028
M992         6    84.47839
M993         6    84.84069
M994         6    86.80521
M995         6    88.33343
M996         6    88.92792
M997         6    89.34967
M998         6    90.64126
M999         6    90.66891
M1000        6    91.43856
M1001        6    91.49193
M1002        6    91.55821
M1003        6    91.74460
M1004        6    92.42045
M1005        6    92.71303
M1006        6    95.28491
M1007        6    95.48896
M1008        6    95.84105
M1009        6    96.45485
M1010        6    96.58117
M1011        6    97.14063
M1012        6    97.26177
M1013        6    97.83832
M1014        6    99.93837
M1015        7     0.36271
M1016        7     0.94089
M1017        7     2.42623
M1018        7     2.96429
M1019        7     3.06027
M1020        7     3.55159
M1021        7     3.64218
M1022        7     3.75667
M1023        7     3.87721
M1024        7     5.00206
M1025        7     5.11633
M1026        7     5.17838
M1027        7     5.54364
M1028        7     5.62021
M1029        7     5.63986
M1030        7     6.05307
M1031        7     6.39268
M1032        7     6.84297
M1033        7     8.29569
M1034        7     9.01698
M1035        7     9.79152
M1036        7    10.42173
M1037        7    10.88227
M1038        7    11.30435
M1039        7    11.44253
M1040        7    12.44773
M1041        7    12.58728
M1042        7    12.88001
M1043        7    12.91294
M1044        7    13.04859
M1045        7    13.19538
M1046        7    13.49755
M1047        7    14.98473
M1048        7    15.30197
M1049        7    16.41097
M1050        7    17.11520
M1051        7    17.62709
M1052        7    19.04153
M1053        7    19.10388
M1054        7    19.50521
M1055        7    19.73861
M1056        7    20.18080
M1057        7    21.48896
M1058        7    21.82832
M1059        7    22.55352
M1060        7    23.25640
M1061        7    23.83953
M1062        7    24.19802
M1063        7    25.08523
M1064        7    26.40723
M1065        7    27.41424
M1066        7    28.02111
M1067        7    28.88211
M1068        7    29.23944
M1069        7    30.14500
M1070        7    30.26282
M1071        7    30.31210
M1072        7    30.58898
M1073        7    30.92314
M1074        7    31.49753
M1075        7    31.98054
M1076        7    32.02164
M1077        7    34.78391
M1078        7    34.92995
M1079        7    35.56700
M1080        7    35.57115
M1081        7    35.59191
M1082        7    35.63633
M1083        7    35.74112
M1084        7    35.81009
M1085        7    36.05200
M1086        7    36.34810
M1087        7    36.42437
M1088        7    36.58189
M1089        7    36.63627
M1090        7    37.03096
M1091        7    38.99815
M1092        7    40.20688
M1093        7    40.39254
M1094        7    41.10537
M1095        7    41.13801
M1096        7    41.62708
M1097        7    41.86459
M1098        7    42.04259
M1099        7    42.24069
M1100        7    44.33932
M1101        7    44.83789
M1102        7    44.98769
M1103        7    45.91971
M1104        7    46.19255
M1105        7    47.47767
M1106        7    47.68369
M1107        7    48.26765
M1108        7    48.94196
M1109        7    50.17328
M1110        7    50.62906
M1111        7    50.68218
M1112        7    50.90908
M1113        7    51.95278
M1114        7    52.22038
M1115        7    53.29892
M1116        7    54.07478
M1117        7    54.56210
M1118        7    54.59874
M1119        7    54.65238
M1120        7    55.91724
M1121        7    56.07670
M1122        7    56.62317
M1123        7    56.84950
M1124        7    56.97861
M1125        7    57.98571
M1126        7    58.20042
M1127        7    59.85921
M1128        7    59.86778
M1129        7    60.22429
M1130        7    60.44309
M1131        7    61.65364
M1132        7    62.39185
M1133        7    62.97823
M1134        7    63.35155
M1135        7    64.67772
M1136        7    65.58667
M1137        7    66.13679
M1138        7    66.67201
M1139        7    67.18194
M1140        7    67.27856
M1141        7    67.89653
M1142        7    68.14345
M1143        7    68.21641
M1144        7    68.75379
M1145        7    69.49371
M1146        7    69.67661
M1147        7    69.86994
M1148        7    70.24507
M1149        7    70.55712
M1150        7    72.58316
M1151        7    73.28983
M1152        7    74.51469
M1153        7    74.58138
M1154        7    74.69020
M1155        7    75.23169
M1156        7    75.69052
M1157        7    76.95104
M1158        7    77.37216
M1159        7    79.52840
M1160        7    80.10880
M1161        7    80.98858
M1162        7    81.25697
M1163        7    82.50611
M1164        7    83.48338
M1165        7    83.54646
M1166        7    83.54932
M1167        7    84.48365
M1168        7    84.65311
M1169        7    85.23794
M1170        7    85.79760
M1171        7    86.26252
M1172        7    86.38484
M1173        7    86.40528
M1174        7    86.57771
M1175        7    86.82067
M1176        7    87.09602
M1177        7    87.79684
M1178        7    89.27290
M1179        7    89.50439
M1180        7    89.54320
M1181        7    89.83352
M1182        7    89.91404
M1183        7    90.00792
M1184        7    90.01022
M1185        7    90.06088
M1186        7    90.86468
M1187        7    90.97944
M1188        7    91.26752
M1189        7    92.82639
M1190        7    93.75958
M1191        7    95.17927
M1192        7    95.37494
M1193        7    95.47490
M1194        7    96.17599
M1195        7    96.27854
M1196        7    96.44635
M1197        7    96.79158
M1198        7    98.07322
M1199        7    98.20272
M1200        7    98.62457
M1201        7    98.77546
M1202        7    98.93372
M1203        7    99.40007
M1204        7    99.75019
M1205        7    99.75028
M1206        7    99.99979
M1207        8     0.29713
M1208        8     0.34818
M1209        8     1.49770
M1210        8     1.83478
M1211        8     2.88593
M1212        8     3.84777
M1213        8     5.20607
M1214        8     5.59849
M1215        8     5.96034
M1216        8     6.66319
M1217        8     6.74671
M1218        8     6.97772
M1219        8     8.48174
M1220        8     8.76229
M1221        8     8.76957
M1222        8     9.43967
M1223        8     9.91536
M1224        8    11.28476
M1225        8    11.35360
M1226        8    11.46783
M1227        8    11.90391
M1228        8    13.05213
M1229        8    13.83166
M1230        8    14.13587
M1231        8    14.71916
M1232        8    15.24741
M1233        8    15.27813
M1234        8    15.77588
M1235        8    16.02331
M1236        8    16.05568
M1237        8    16.09364
M1238        8    16.10930
M1239        8    16.21540
M1240        8    16.85998
M1241        8    17.41739
M1242        8    17.49833
M1243        8    18.44959
M1244        8    18.89546
M1245        8    21.73435
M1246        8    21.78113
M1247        8    23.09546
M1248        8    23.13978
M1249        8    23.41926
M1250        8    24.07888
M1251        8    24.70960
M1252        8    25.21150
M1253        8    26.47862
M1254        8    26.50676
M1255        8    26.55577
M1256        8    26.72859
M1257        8    26.88291
M1258        8    27.70494
M1259        8    27.92077
M1260        8    28.03913
M1261        8    28.10585
M1262        8    28.69367
M1263        8    29.09841
M1264        8    29.10237
M1265        8    29.44716
M1266        8    30.14426
M1267        8    30.97025
M1268        8    31.47241
M1269        8    31.67955
M1270        8    33.52223
M1271        8    33.58917
M1272        8    33.73348
M1273        8    33.83033
M1274        8    33.89808
M1275        8    34.61974
M1276        8    35.31131
M1277        8    36.84649
M1278        8    38.23850
M1279        8    38.84114
M1280        8    39.54466
M1281        8    39.90278
M1282        8    40.60323
M1283        8    42.26849
M1284        8    43.34977
M1285        8    44.10159
M1286        8    44.36096
M1287        8    44.90232
M1288        8    45.05907
M1289        8    45.28579
M1290        8    46.48476
M1291        8    46.65296
M1292        8    47.94298
M1293        8    48.65233
M1294        8    49.06589
M1295        8    49.50716
M1296        8    49.82986
M1297        8    51.42941
M1298        8    51.71283
M1299        8    52.23530
M1300        8    52.84303
M1301        8    53.13966
M1302        8    53.28708
M1303        8    54.22560
M1304        8    54.45611
M1305        8    55.22387
M1306        8    55.33699
M1307        8    55.89531
M1308        8    56.72581
M1309        8    56.75966
M1310        8    56.91869
M1311        8    57.72363
M1312        8    58.15327
M1313        8    58.22646
M1314        8    58.41103
M1315        8    58.88867
M1316        8    59.53774
M1317        8    60.33505
M1318        8    60.92574
M1319        8    60.98250
M1320        8    62.72638
M1321        8    64.08658
M1322        8    64.37680
M1323        8    64.38006
M1324        8    64.60618
M1325        8    64.87257
M1326        8    65.57466
M1327        8    66.22742
M1328        8    66.23820
M1329        8    67.71155
M1330        8    68.03837
M1331        8    68.07716
M1332        8    68.30956
M1333        8    68.46228
M1334        8    68.97516
M1335        8    69.31388
M1336        8    70.63942
M1337        8    70.79793
M1338        8    70.90283
M1339        8    71.22917
M1340        8    71.36321
M1341        8    71.91168
M1342        8    71.92672
M1343        8    72.79945
M1344        8    73.56201
M1345        8    73.73012
M1346        8    74.12765
M1347        8    75.71827
M1348        8    76.12535
M1349        8    76.23211
M1350        8    76.24283
M1351        8    76.72703
M1352        8    77.06110
M1353        8    77.07418
M1354        8    77.81331
M1355        8    80.68262
M1356        8    81.77889
M1357        8    83.90763
M1358        8    83.93655
M1359        8    83.99602
M1360        8    84.20696
M1361        8    84.74747
