ID          Chr    Position
M103         1    30.77369
M104         1    30.83649
M105         1    31.06302
M106         1    31.12115
M107         1    31.13206
M108         1    32.23653
M109         1    32.34583
M110         1    33.02367
M111         1    33.07038
M112         1    33.15767
M113         1    33.85798
M114         1    33.93286
M115         1    33.98313
M116         1    34.04804
M117         1    34.25995
M118         1    34.33528
M119         1    34.40080
M120         1    34.97287
M121         1    35.78996
M122         1    35.87067
M123         1    36.02261
M124         1    36.10195
M125         1    36.20528
M126         1    36.38445
M127         1    36.47904
M128         1    36.66200
M129         1    37.64146
M130         1    37.91152
M131         1    38.67471
M132         1    40.12561
M133         1    40.39807
M134         1    40.78775
M135         1    42.31547
M136         1    42.36341
M137         1    42.48249
M138         1    42.95369
M139         1    43.71341
M140         1    44.05680
M141         1    44.19030
M142         1    44.57160
M143         1    44.65936
M144         1    44.73127
M145         1    45.07805
M146         1    45.58131
M147         1    45.59565
M148         1    45.68038
M149         1    45.73397
M150         1    45.92577
M151         1    46.34772
M152         1    46.63824
M153         1    47.25632
M154         1    47.44072
M155         1    47.62046
M156         1    47.96871
M157         1    47.99252
M158         1    48.03272
M159         1    48.11965
M160         1    48.17296
M161         1    48.19716
M162         1    48.49830
M163         1    48.75898
M164         1    48.79870
M165         1    49.70748
M166         1    49.99753
M167         1    50.32293
M168         1    50.38271
M169         1    50.73056
M170         1    50.81344
M171         1    51.61317
M172         1    51.66631
M173         1    52.20988
M174         1    52.26416
M175         1    52.31889
M176         1    52.35946
M177         1    52.81280
M178         1    53.61288
M179         1    54.02852
M180         1    54.28388
M181         1    54.51941
M182         1    54.76420
M183         1    55.11437
M184         1    55.14946
M185         1    55.40563
M186         1    55.48098
M187         1    55.50235
M188         1    55.77301
M189         1    55.89820
M190         1    55.91304
M191         1    56.75720
M192         1    57.02894
M193         1    57.45559
M194         1    57.46075
M195         1    57.65216
M196         1    58.02776
M197         1    58.88661
M198         1    59.00764
M199         1    59.41029
M200         1    59.42473
M201         1    60.15305
M202         1    60.27499
M203         1    60.53833
M204         1    60.56958
M205         1    60.93666
M206         1    61.91057
M207         1    62.22196
M208         1    62.27786
M209         1    62.44824
M210         1    62.47198
M211         1    62.80187
M212         1    62.85642
M213         1    62.93960
M214         1    63.06508
M215         1    63.32574
M216         1    63.66773
M217         1    64.41956
M218         1    64.83103
M219         1    65.49016
M220         1    66.11289
M221         1    66.38493
M222         1    66.39903
M223         1    67.11596
M224         1    68.12397
M225         1    68.50272
M226         1    68.84068
M227         1    68.84770
M228         1    68.96975
M229         1    69.26178
M230         1    69.46557
M231         1    69.73735
M232         1    69.87508
M233         1    69.98939
M234         1    70.07775
M235         1    70.47547
M236         1    70.97502
M237         1    72.28096
M238         1    72.41951
M239         1    72.52135
M240         1    72.58308
M241         1    73.51253
M242         1    73.94583
M243         1    74.03449
M244         1    74.16592
M245         1    75.13242
M246         1    75.14081
M247         1    75.25691
M248         1    75.52427
M249         1    75.62239
M250         1    75.67159
M251         1    75.70526
M252         1    75.99160
M253         1    77.16114
M254         1    77.26960
M255         1    77.56866
M256         1    78.31731
M257         1    78.67326
M258         1    78.73262
M259         1    79.02249
M260         1    79.05881
M261         1    79.33378
M262         1    79.75533
M263         1    80.04584
M264         1    80.20214
M265         1    80.23216
M266         1    80.44727
M267         1    80.65367
M268         1    81.18566
M269         1    81.50540
M270         1    81.64448
M271         1    82.10384
M272         1    82.35206
M273         1    82.55303
M274         1    83.01662
M275         1    83.17007
M276         1    83.62311
M277         1    83.80582
M278         1    83.97496
M279         1    85.36646
M280         1    86.67157
M281         1    87.96595
M282         1    88.50450
M283         1    88.58796
M284         1    89.13781
M285         1    89.67916
M286         1    89.73210
M287         1    89.98001
M288         1    90.11127
M289         1    90.37244
M290         1    90.86581
M291         1    90.87496
M292         1    91.03442
M293         1    91.07061
M294         1    91.07254
M295         1    91.25977
M296         1    91.40479
M297         1    91.67828
M298         1    91.71921
M299         1    92.00659
M300         1    92.83228
M301         1    93.18671
M302         1    93.37922
M303         1    94.37383
M304         1    94.54428
M305         1    95.54466
M306         1    95.59127
M307         1    96.54671
M308         1    96.71408
M309         1    97.17971
M310         1    97.18338
M311         1    97.36438
M312         1    97.93134
M313         1    98.07353
M314         1    98.32321
M315         1    98.32835
M316         1    98.35080
M317         1    98.50454
M318         1    99.06205
M319         1    99.10559
M320         1    99.40845
M321         1    99.75393
M322         2     0.01427
M323         2     0.01853
M324         2     0.83938
M325         2     0.97921
M326         2     1.85543
M327         2     2.42144
M328         2     3.08307
M329         2     3.46418
M330         2     3.47844
M331         2     3.55142
M332         2     3.68635
M333         2     4.48510
M334         2     5.28240
M335         2     6.19665
M336         2     6.42764
M337         2     6.60922
M338         2     6.67965
M339         2     6.96710
M340         2     7.72957
M341         2     7.88451
M342         2     8.07211
M343         2     8.14182
M344         2     8.28636
M345         2     8.36801
M346         2     8.68407
M347         2     9.02387
M348         2     9.03487
M349         2     9.54651
M350         2     9.55990
M351         2     9.56195
M352         2     9.59753
M353         2     9.60614
M354         2     9.65731
M355         2     9.74156
M356         2     9.81297
M357         2     9.93761
M358         2    10.32787
M359         2    10.46910
M360         2    10.57517
M361         2    10.85697
M362         2    10.90448
M363         2    10.99349
M364         2    11.53210
M365         2    11.67590
M366         2    12.58627
M367         2    13.00215
M368         2    13.31070
M369         2    13.43133
M370         2    13.65478
M371         2    14.10235
M372         2    14.17540
M373         2    14.41947
M374         2    14.48981
M375         2    14.52212
M376         2    14.53178
M377         2    15.85445
M378         2    15.90357
M379         2    15.91828
M380         2    16.28650
M381         2    16.43480
M382         2    16.58645
M383         2    16.75437
M384         2    16.76819
M385         2    17.26280
M386         2    17.54696
M387         2    17.64735
M388         2    17.69278
M389         2    17.69357
M390         2    17.80620
M391         2    17.98141
M392         2    18.16825
M393         2    18.29441
M394         2    18.69548
M395         2    19.00668
M396         2    19.26203
M397         2    19.61252
M398         2    20.22055
M399         2    20.22990
M400         2    20.34959
M401         2    20.49281
M402         2    21.06452
M403         2    21.42667
M404         2    21.57381
M405         2    22.91613
M406         2    22.91964
M407         2    23.20338
M408         2    23.32106
M409         2    23.43923
M410         2    23.79427
M411         2    23.83150
M412         2    24.16640
M413         2    24.27296
M414         2    24.98213
M415         2    25.08727
M416         2    27.37861
M417         2    27.72854
M418         2    27.80991
M419         2    28.42556
M420         2    29.59989
M421         2    29.70844
M422         2    29.79582
M423         2    30.92051
M424         2    31.32572
M425         2    32.20988
M426         2    32.75801
M427         2    33.18716
M428         2    33.63821
M429         2    34.43956
M430         2    34.80709
M431         2    34.82002
M432         2    35.35558
M433         2    35.39265
M434         2    35.91140
M435         2    36.19688
M436         2    36.70922
M437         2    37.36165
M438         2    37.87677
M439         2    37.92525
M440         2    38.33118
M441         2    39.11645
M442         2    39.43590
M443         2    39.75715
M444         2    40.39351
M445         2    40.78373
M446         2    41.20337
M447         2    41.21417
M448         2    41.85241
M449         2    41.97937
M450         2    42.05846
M451         2    42.20742
M452         2    42.33283
M453         2    43.46898
M454         2    43.70633
M455         2    44.04442
M456         2    44.08176
M457         2    44.17977
M458         2    44.54549
M459         2    45.11368
M460         2    45.36940
M461         2    45.66000
M462         2    46.13508
M463         2    46.29823
M464         2    46.50150
M465         2    46.73699
M466         2    46.82445
M467         2    47.00914
M468         2    47.02053
M469         2    47.02582
M470         2    48.50285
M471         2    48.69917
M472         2    49.05981
M473         2    49.08711
M474         2    49.21549
M475         2    49.40633
M476         2    49.71702
M477         2    49.75665
M478         2    49.78186
M479         2    50.45774
M480         2    50.54477
M481         2    51.29788
M482         2    51.35417
M483         2    51.37549
M484         2    51.61535
M485         2    51.62451
M486         2    51.67663
M487         2    51.68876
M488         2    51.71951
M489         2    51.75774
M490         2    52.63622
M491         2    52.69966
M492         2    52.97118
M493         2    53.06153
M494         2    53.06707
M495         2    53.46323
M496         2    53.56253
M497         2    53.60781
M498         2    53.74794
M499         2    54.09600
M500         2    54.38418
M501         2    55.14539
M502         2    55.88375
M503         2    55.93898
M504         2    56.06117
M505         2    56.35081
M506         2    56.43873
M507         2    56.57039
M508         2    56.75783
M509         2    57.19140
M510         2    57.54331
M511         2    57.72569
M512         2    57.80294
M513         2    57.85251
M514         2    58.21727
M515         2    58.33812
M516         2    58.42904
M517         2    58.44058
M518         2    58.85215
M519         2    59.01371
M520         2    59.36640
M521         2    59.39362
M522         2    59.81643
M523         2    59.94640
M524         2    60.12054
M525         2    60.14827
M526         2    60.64993
M527         2    60.75100
M528         2    60.90537
M529         2    61.16349
M530         2    61.21019
M531         2    61.43745
M532         2    61.47745
M533         2    62.03315
M534         2    62.91014
M535         2    63.89259
M536         2    64.29862
M537         2    64.31106
M538         2    64.58628
M539         2    64.86487
M540         2    64.98413
M541         2    65.08901
M542         2    65.35609
M543         2    65.39498
M544         2    65.49975
M545         2    66.75032
M546         2    67.63894
M547         2    68.10680
M548         2    68.25480
M549         2    68.29634
M550         2    68.29666
M551         2    68.66972
M552         2    69.03917
M553         2    69.04757
M554         2    69.13851
M555         2    69.27213
M556         2    69.56520
M557         2    70.44064
M558         2    70.84033
M559         2    71.12901
M560         2    71.32646
M561         2    71.97226
M562         2    72.02582
M563         2    72.23661
M564         2    72.36795
M565         2    72.48958
M566         2    72.49534
M567         2    72.78262
M568         2    74.11885
M569         2    74.41595
M570         2    74.52971
M571         2    74.87430
M572         2    75.93190
M573         2    76.06817
M574         2    76.24912
M575         2    76.36965
M576         2    76.91408
M577         2    77.16914
M578         2    77.89625
M579         2    78.06644
M580         2    78.23488
M581         2    78.36730
M582         2    78.38313
M583         2    78.48420
M584         2    78.72666
M585         2    79.04549
M586         2    79.30378
M587         2    80.82016
M588         2    80.84478
M589         2    81.69801
M590         2    82.10293
M591         2    82.45665
M592         2    83.10858
M593         2    83.45002
M594         2    84.19898
M595         2    85.01216
M596         2    85.01510
M597         2    85.07786
M598         2    85.12163
M599         2    85.27298
M600         2    85.48088
M601         2    85.54328
M602         2    85.58581
M603         2    85.58813
M604         2    86.14932
M605         2    86.23779
M606         2    86.39936
M607         2    86.59135
M608         2    86.88106
M609         2    87.09350
M610         2    87.28314
M611         2    87.72110
M612         2    88.54372
M613         2    88.65612
M614         2    89.28239
M615         2    89.64224
M616         2    90.01869
M617         2    90.11502
M618         2    90.73660
M619         2    91.23252
M620         2    92.11781
M621         2    92.39933
M622         2    92.42138
M623         2    92.86541
M624         2    93.05391
M625         2    93.11529
M626         2    93.38490
M627         2    93.67316
M628         2    93.86838
M629         2    93.88266
M630         2    94.98224
M631         2    95.20132
M632         2    95.24134
M633         2    95.46671
M634         2    95.64119
M635         2    95.71896
M636         2    95.91665
M637         2    96.38841
M638         2    96.42538
M639         2    96.45705
M640         2    96.49330
M641         2    96.56690
M642         2    96.98252
M643         2    97.63683
M644         2    97.63715
M645         2    97.75107
M646         2    97.80608
M647         2    99.27745
M648         2    99.29771
M649         2    99.47877
M650         2    99.63412
M651         3     0.02103
M652         3     0.17638
M653         3     0.37367
M654         3     0.68919
M655         3     0.70344
M656         3     0.87714
M657         3     1.78019
M658         3     2.14354
M659         3     2.18201
M660         3     2.68582
M661         3     2.75167
M662         3     2.81777
M663         3     2.94164
M664         3     3.89333
M665         3     4.16370
M666         3     4.23677
M667         3     4.41430
M668         3     5.26644
M669         3     5.28980
M670         3     5.71315
M671         3     6.02546
M672         3     6.55109
M673         3     6.88372
M674         3     7.57843
M675         3     7.95333
M676         3     8.21705
M677         3     8.59397
M678         3     9.29897
M679         3     9.59146
M680         3     9.77846
M681         3    10.21913
M682         3    11.22120
M683         3    11.55623
M684         3    12.37920
M685         3    12.39568
M686         3    12.60387
M687         3    12.71460
M688         3    12.91717
M689         3    13.02675
M690         3    13.05172
M691         3    13.16989
M692         3    13.32667
M693         3    13.50335
M694         3    13.67448
M695         3    13.99215
M696         3    14.84649
M697         3    15.11612
M698         3    15.49378
M699         3    15.78733
M700         3    15.80214
M701         3    15.93485
M702         3    16.39331
M703         3    17.24701
M704         3    17.40827
M705         3    17.84667
M706         3    18.00835
M707         3    18.16845
M708         3    18.54659
M709         3    18.82796
M710         3    19.73941
M711         3    19.78232
M712         3    20.25093
M713         3    20.35251
M714         3    20.38322
M715         3    20.67579
M716         3    20.91170
M717         3    21.61833
M718         3    21.62371
M719         3    21.85340
M720         3    22.54716
M721         3    22.59685
M722         3    23.01508
M723         3    23.23217
M724         3    23.26943
M725         3    23.53380
M726         3    23.93790
M727         3    24.12355
M728         3    24.35969
M729         3    24.57722
M730         3    24.60236
M731         3    24.63416
M732         3    25.18211
M733         3    25.80825
M734         3    26.12655
M735         3    26.26578
M736         3    26.74010
M737         3    26.75000
M738         3    26.77540
M739         3    26.92630
M740         3    27.25127
M741         3    28.28495
M742         3    28.89987
M743         3    28.96697
M744         3    29.02144
M745         3    29.03533
M746         3    29.75969
M747         3    30.18972
M748         3    30.89611
M749         3    30.92079
M750         3    31.01400
M751         3    31.43474
M752         3    31.71713
M753         3    31.76989
M754         3    32.21999
M755         3    32.97636
M756         3    33.59114
M757         3    33.60261
M758         3    34.08870
M759         3    34.42736
M760         3    34.60160
M761         3    34.83760
M762         3    35.45437
M763         3    35.54378
M764         3    36.05973
M765         3    36.49661
M766         3    36.60118
M767         3    36.78328
M768         3    36.95891
M769         3    38.18618
M770         3    38.19145
M771         3    38.55427
M772         3    38.93352
M773         3    39.01090
M774         3    39.06025
M775         3    39.18372
M776         3    39.33079
M777         3    39.43681
M778         3    39.92208
M779         3    40.73090
M780         3    41.02867
M781         3    41.42120
M782         3    42.39593
M783         3    42.89806
M784         3    42.91406
M785         3    43.39324
M786         3    43.64453
M787         3    44.07065
M788         3    44.33347
M789         3    45.37928
M790         3    46.14426
M791         3    46.34097
M792         3    46.65867
M793         3    46.71695
M794         3    46.79850
M795         3    47.09894
M796         3    47.10334
M797         3    47.51448
M798         3    48.14893
M799         3    48.30955
M800         3    48.56204
M801         3    48.94322
M802         3    49.40905
M803         3    50.19691
M804         3    50.79567
M805         3    52.04253
M806         3    52.06084
M807         3    52.82453
M808         3    52.96616
M809         3    53.14822
M810         3    53.28590
M811         3    53.33268
M812         3    53.52932
M813         3    53.53342
M814         3    53.64603
M815         3    53.74898
M816         3    54.54465
M817         3    55.53722
M818         3    56.05762
M819         3    56.36031
M820         3    56.40197
M821         3    57.23386
M822         3    58.51212
M823         3    58.55443
M824         3    58.88892
M825         3    59.51368
M826         3    59.51583
M827         3    59.60059
M828         3    59.98675
M829         3    60.56825
M830         3    61.69022
M831         3    61.78644
M832         3    62.35033
M833         3    62.35896
M834         3    62.82093
M835         3    62.82575
M836         3    62.90300
M837         3    63.44255
M838         3    63.56780
M839         3    63.91813
M840         3    64.50213
M841         3    65.04693
M842         3    65.07273
M843         3    65.19126
M844         3    65.23784
M845         3    65.80806
M846         3    66.15495
M847         3    66.31384
M848         3    66.73364
M849         3    67.03957
M850         3    67.37264
M851         3    68.09092
M852         3    68.29556
M853         3    68.43753
M854         3    68.83928
M855         3    69.46798
M856         3    69.50551
M857         3    70.06976
M858         3    70.83044
M859         3    70.83879
M860         3    71.27494
M861         3    71.35784
M862         3    71.35943
M863         3    71.84850
M864         3    71.86357
M865         3    71.94853
M866         3    72.10921
M867         3    72.17088
M868         3    72.39966
M869         3    72.71581
M870         3    72.78700
M871         3    72.86436
M872         3    72.98064
M873         3    73.46722
M874         3    73.56011
M875         3    74.17018
M876         3    74.90959
M877         3    74.92448
M878         3    75.44894
M879         3    75.96184
M880         3    76.12173
M881         3    76.63604
M882         3    76.81322
M883         3    77.69837
M884         3    78.30627
M885         3    78.55822
M886         3    79.45941
M887         3    79.51956
M888         3    80.44260
M889         3    81.11859
M890         3    81.17133
M891         3    81.47344
M892         3    82.30426
M893         3    82.33199
M894         3    82.50446
M895         3    82.64352
M896         3    82.76149
M897         3    82.77215
M898         3    82.89247
M899         3    84.32469
M900         3    84.36722
M901         3    84.63285
M902         3    85.97426
M903         3    86.02784
M904         3    87.12465
M905         3    87.43316
M906         3    87.73143
M907         3    87.84001
M908         3    87.95163
M909         3    88.99060
M910         3    89.06289
M911         3    89.13192
M912         3    89.47503
M913         3    89.61050
M914         3    89.83972
M915         3    91.16161
M916         3    91.81755
M917         3    92.30852
M918         3    92.88472
M919         3    92.88592
M920         3    92.95192
M921         3    92.96726
M922         3    93.19779
M923         3    93.41063
M924         3    93.67465
M925         3    93.95524
M926         3    93.96382
M927         3    94.02959
M928         3    94.21385
M929         3    94.23299
M930         3    94.31706
M931         3    94.65854
M932         3    95.92191
M933         3    96.23865
M934         3    96.45814
M935         3    97.89794
M936         3    98.19464
M937         3    98.50273
M938         3    98.68292
M939         3    98.78210
M940         3    98.94578
M941         3    98.97711
M942         3    99.05941
M943         4     0.63417
M944         4     0.71252
M945         4     1.13841
M946         4     1.55861
M947         4     1.56067
M948         4     1.61526
M949         4     1.88570
M950         4     1.89758
M951         4     1.94273
M952         4     1.95710
M953         4     2.35961
M954         4     2.40197
M955         4     2.42740
M956         4     2.76296
M957         4     2.96147
M958         4     3.03278
M959         4     3.09406
M960         4     3.29000
M961         4     3.77128
M962         4     4.27872
M963         4     5.06954
M964         4     5.28144
M965         4     5.41443
M966         4     5.60266
M967         4     5.89128
M968         4     6.13884
M969         4     6.47873
M970         4     6.50814
M971         4     7.24152
M972         4     7.36430
M973         4     7.91956
M974         4     8.01431
M975         4     8.41594
M976         4     8.75674
M977         4     9.39833
M978         4     9.40263
M979         4     9.47580
M980         4     9.94246
M981         4     9.95980
M982         4    10.07823
M983         4    10.10068
M984         4    10.45203
M985         4    10.50828
M986         4    10.66678
M987         4    10.68978
M988         4    11.15852
M989         4    11.24057
M990         4    11.73394
M991         4    12.11830
M992         4    12.25311
M993         4    12.25515
M994         4    12.63494
M995         4    12.80917
M996         4    12.86171
M997         4    13.24213
M998         4    13.25095
M999         4    13.47223
M1000        4    14.17468
M1001        4    15.15877
M1002        4    15.32104
M1003        4    15.78522
M1004        4    15.84657
M1005        4    15.94610
M1006        4    15.99040
M1007        4    15.99883
M1008        4    17.07254
M1009        4    17.83868
M1010        4    18.10748
M1011        4    18.13435
M1012        4    18.26786
M1013        4    18.40712
M1014        4    18.66231
M1015        4    19.01830
M1016        4    19.07165
M1017        4    19.95297
M1018        4    20.74612
M1019        4    20.85899
M1020        4    21.18255
M1021        4    21.39743
M1022        4    21.42209
M1023        4    21.78679
M1024        4    21.86494
M1025        4    22.01896
M1026        4    22.40958
M1027        4    22.59192
M1028        4    22.64002
M1029        4    22.77765
M1030        4    22.84612
M1031        4    23.08559
M1032        4    23.25872
M1033        4    23.31672
M1034        4    23.36782
M1035        4    23.48628
M1036        4    23.69194
M1037        4    23.86412
M1038        4    23.99481
M1039        4    24.40249
M1040        4    25.15640
M1041        4    25.45398
M1042        4    25.80305
M1043        4    26.46716
M1044        4    26.54843
M1045        4    26.90757
M1046        4    27.06209
M1047        4    27.14540
M1048        4    28.16391
M1049        4    28.38556
M1050        4    28.58189
M1051        4    29.06340
M1052        4    29.49359
M1053        4    29.85616
M1054        4    29.89000
M1055        4    29.99872
M1056        4    30.19730
M1057        4    30.62275
M1058        4    31.20312
M1059        4    31.31587
M1060        4    31.52306
M1061        4    31.61622
M1062        4    31.81465
M1063        4    32.20973
M1064        4    32.31669
M1065        4    32.34833
M1066        4    32.94536
M1067        4    33.96188
M1068        4    34.05506
M1069        4    34.18320
M1070        4    34.34376
M1071        4    34.55873
M1072        4    35.06036
M1073        4    35.12012
M1074        4    35.81038
M1075        4    35.81540
M1076        4    35.87331
M1077        4    36.53475
M1078        4    36.54084
M1079        4    36.72543
M1080        4    36.82887
M1081        4    36.83807
M1082        4    36.90053
M1083        4    37.19291
M1084        4    37.19898
M1085        4    37.28210
M1086        4    37.51053
M1087        4    38.20520
M1088        4    39.97980
M1089        4    40.15284
M1090        4    40.30492
M1091        4    40.50322
M1092        4    41.21763
M1093        4    41.30956
M1094        4    41.66259
M1095        4    41.87601
M1096        4    41.91316
M1097        4    41.94319
M1098        4    42.06730
M1099        4    42.12753
M1100        4    42.15128
M1101        4    42.22180
M1102        4    43.47016
M1103        4    43.54604
M1104        4    43.82108
M1105        4    43.90036
M1106        4    44.15805
M1107        4    44.70128
M1108        4    45.06859
M1109        4    45.10835
M1110        4    45.60196
M1111        4    45.90953
M1112        4    46.23439
M1113        4    46.41342
M1114        4    46.51061
M1115        4    46.58898
M1116        4    46.64773
M1117        4    46.69872
M1118        4    46.69924
M1119        4    46.78441
M1120        4    47.39988
M1121        4    47.85522
M1122        4    48.00064
M1123        4    48.19456
M1124        4    48.46233
M1125        4    48.66220
M1126        4    49.19203
M1127        4    49.44722
M1128        4    49.72405
M1129        4    49.92742
M1130        4    50.48631
M1131        4    50.80860
M1132        4    50.84905
M1133        4    50.94389
M1134        4    51.35388
M1135        4    51.59126
M1136        4    51.80768
M1137        4    51.88328
M1138        4    51.99868
M1139        4    52.25922
M1140        4    52.85962
M1141        4    53.12411
M1142        4    53.69449
M1143        4    53.92186
M1144        4    54.65111
M1145        4    54.96136
M1146        4    55.13110
M1147        4    55.49127
M1148        4    55.80117
M1149        4    55.98577
M1150        4    57.13227
M1151        4    57.92516
M1152        4    57.95182
M1153        4    58.01219
M1154        4    58.22936
M1155        4    59.16053
M1156        4    60.80755
M1157        4    60.83186
M1158        4    60.97530
M1159        4    61.03934
M1160        4    61.26941
M1161        4    61.31070
M1162        4    61.33904
M1163        4    61.43681
M1164        4    61.57876
M1165        4    61.81981
M1166        4    61.89106
M1167        4    61.92799
M1168        4    61.98434
M1169        4    63.05928
M1170        4    63.41741
M1171        4    63.44287
M1172        4    63.78715
M1173        4    64.38708
M1174        4    64.60214
M1175        4    64.73213
M1176        4    65.17778
M1177        4    65.32715
M1178        4    65.69892
M1179        4    66.86996
M1180        4    66.93909
M1181        4    66.95011
M1182        4    67.06488
M1183        4    67.29498
M1184        4    67.50317
M1185        4    67.80449
M1186        4    68.08602
M1187        4    68.25914
M1188        4    68.97798
M1189        4    69.62807
M1190        4    69.67592
M1191        4    69.83179
M1192        4    70.30610
M1193        4    71.44280
M1194        4    71.52379
M1195        4    71.55128
M1196        4    71.91642
M1197        4    72.79570
M1198        4    73.06936
M1199        4    73.40987
M1200        4    73.56380
M1201        4    74.56568
M1202        4    75.15333
M1203        4    75.36376
M1204        4    76.42304
M1205        4    76.87531
M1206        4    77.06238
M1207        4    77.08588
M1208        4    77.49153
M1209        4    77.80348
M1210        4    77.99171
M1211        4    78.07424
M1212        4    78.15353
M1213        4    78.93516
M1214        4    79.03153
M1215        4    79.24651
M1216        4    79.25312
M1217        4    80.73662
M1218        4    80.79752
M1219        4    80.95694
M1220        4    81.78353
M1221        4    81.89746
M1222        4    81.93046
M1223        4    82.50769
M1224        4    82.85032
M1225        4    83.97318
M1226        4    84.34332
M1227        4    84.49490
M1228        4    84.87240
M1229        4    85.43266
M1230        4    85.47707
M1231        4    85.55433
M1232        4    85.81434
M1233        4    86.89000
M1234        4    87.02213
M1235        4    87.36647
M1236        4    87.45404
M1237        4    87.48603
M1238        4    87.66965
M1239        4    87.81751
M1240        4    88.34729
M1241        4    88.46552
M1242        4    88.75667
M1243        4    89.00894
M1244        4    89.31228
M1245        4    89.59881
M1246        4    90.48146
M1247        4    90.55254
M1248        4    91.98151
M1249        4    92.85178
M1250        4    92.89497
M1251        4    93.10789
M1252        4    93.58772
M1253        4    94.01848
M1254        4    94.46674
M1255        4    95.28223
M1256        4    95.48217
M1257        4    95.77692
M1258        4    97.26815
M1259        4    97.40281
M1260        4    98.07259
M1261        4    98.60529
M1262        4    98.87286
M1263        4    99.57610
M1264        5     0.54598
M1265        5     0.65936
M1266        5     0.78572
M1267        5     1.27655
M1268        5     1.44345
M1269        5     1.66864
M1270        5     1.85214
M1271        5     2.03449
M1272        5     2.50365
M1273        5     3.34572
M1274        5     3.50597
M1275        5     3.56773
M1276        5     3.70894
M1277        5     4.21315
M1278        5     4.33542
M1279        5     4.69301
M1280        5     4.71915
M1281        5     5.00641
M1282        5     6.07252
M1283        5     6.31316
M1284        5     6.46004
M1285        5     6.63052
M1286        5     6.85367
M1287        5     7.17643
M1288        5     7.78966
M1289        5     8.36593
M1290        5     8.64009
M1291        5     8.97159
M1292        5     9.00938
M1293        5     9.28964
M1294        5     9.32945
M1295        5     9.62373
M1296        5     9.75989
M1297        5     9.92750
M1298        5    10.30426
M1299        5    11.03165
M1300        5    11.12148
M1301        5    11.42328
M1302        5    12.22266
M1303        5    12.55437
M1304        5    12.88809
M1305        5    12.89527
M1306        5    13.05524
M1307        5    13.10429
M1308        5    13.13218
M1309        5    13.56317
M1310        5    14.64943
M1311        5    14.78932
M1312        5    15.35560
M1313        5    15.37724
M1314        5    15.66485
M1315        5    15.67061
M1316        5    16.05369
M1317        5    16.14204
M1318        5    16.35904
M1319        5    16.78681
M1320        5    16.89198
M1321        5    17.10911
M1322        5    17.15951
M1323        5    17.20901
M1324        5    17.33279
M1325        5    18.04207
M1326        5    18.07624
M1327        5    18.60320
M1328        5    18.67302
M1329        5    18.77102
M1330        5    18.83593
M1331        5    19.46739
M1332        5    19.51771
M1333        5    20.33374
M1334        5    20.45480
M1335        5    21.15317
M1336        5    21.48450
M1337        5    21.59734
M1338        5    21.90146
M1339        5    21.91757
M1340        5    21.94448
M1341        5    22.04848
M1342        5    22.36036
M1343        5    22.68787
M1344        5    23.61599
M1345        5    23.72468
M1346        5    24.11559
M1347        5    24.13505
M1348        5    24.15736
M1349        5    24.62587
M1350        5    24.79094
M1351        5    24.81882
M1352        5    24.99593
M1353        5    25.24387
M1354        5    26.72074
M1355        5    27.03578
M1356        5    27.07276
M1357        5    27.10778
M1358        5    27.79343
M1359        5    28.18722
M1360        5    28.25632
M1361        5    28.50873
